update,actor_loss,critic_loss,imagined_reward_mean,imagined_return_mean,action_entropy
114,2.359321117401123,8.691580772399902,-0.3674985468387604,-2.361097574234009,1.776340126991272
115,2.20001220703125,9.85413646697998,-0.3344897925853729,-2.201742649078369,1.7303439378738403
116,2.4084346294403076,8.737874984741211,-0.36940431594848633,-2.4101545810699463,1.720021367073059
117,2.0593478679656982,9.46083927154541,-0.3105778396129608,-2.061028480529785,1.6806062459945679
118,2.1123881340026855,7.85781717300415,-0.3041224777698517,-2.114032506942749,1.644301414489746
119,2.6009469032287598,9.304340362548828,-0.40310072898864746,-2.602548360824585,1.6015485525131226
120,2.36047625541687,8.482808113098145,-0.34501349925994873,-2.3620502948760986,1.5739318132400513
121,2.396663188934326,8.154593467712402,-0.3524850308895111,-2.3982021808624268,1.5390639305114746
122,2.035951614379883,9.05139446258545,-0.29087021946907043,-2.037470579147339,1.5189627408981323
123,2.2475836277008057,7.72705078125,-0.334359735250473,-2.24906063079834,1.476969599723816
124,2.3686928749084473,8.707054138183594,-0.33955761790275574,-2.3701257705688477,1.432839035987854
125,2.104133367538452,8.614523887634277,-0.29554951190948486,-2.105539560317993,1.4061630964279175
126,2.738223075866699,9.348810195922852,-0.4078162610530853,-2.7395896911621094,1.3665404319763184
127,2.196376323699951,7.7691521644592285,-0.30574116110801697,-2.197711706161499,1.3352702856063843
128,2.3163578510284424,8.490116119384766,-0.328229695558548,-2.317662239074707,1.304392695426941
129,2.3415589332580566,7.690713882446289,-0.3276725113391876,-2.342831611633301,1.2727818489074707
130,2.100877523422241,7.719006061553955,-0.2852862775325775,-2.1021344661712646,1.2568755149841309
131,2.228806734085083,8.516125679016113,-0.3114495277404785,-2.2300100326538086,1.2032476663589478
132,2.3100576400756836,8.146231651306152,-0.319515585899353,-2.311246871948242,1.1892622709274292
133,2.381221294403076,8.386921882629395,-0.33289751410484314,-2.3823583126068115,1.1369136571884155
134,2.1613807678222656,7.905271053314209,-0.28877875208854675,-2.1625053882598877,1.1246461868286133
135,2.414599657058716,8.271517753601074,-0.33273836970329285,-2.4157044887542725,1.1048691272735596
136,2.2184841632843018,7.377431392669678,-0.3046126663684845,-2.219541311264038,1.057090163230896
137,2.192340135574341,8.105586051940918,-0.29018643498420715,-2.1933562755584717,1.0162208080291748
138,2.184603214263916,7.7054524421691895,-0.2893114387989044,-2.1856000423431396,0.9967597126960754
139,2.1173198223114014,6.862390041351318,-0.27552250027656555,-2.1183032989501953,0.9834100604057312
140,2.230198383331299,8.503674507141113,-0.2998323142528534,-2.231144666671753,0.9462490677833557
141,2.3202788829803467,7.801476955413818,-0.3150067627429962,-2.3211848735809326,0.9060623049736023
142,2.5954411029815674,8.254008293151855,-0.3650989532470703,-2.5963165760040283,0.8754129409790039
143,2.2601611614227295,8.00694751739502,-0.2928299009799957,-2.2610278129577637,0.8666122555732727
144,2.386704444885254,8.363448143005371,-0.3166313171386719,-2.387518882751465,0.8143532872200012
145,2.3726181983947754,7.686546325683594,-0.3203824460506439,-2.373406171798706,0.7878920435905457
146,1.8229261636734009,6.335353851318359,-0.21457462012767792,-1.8237032890319824,0.7771362662315369
147,2.170772075653076,7.275913238525391,-0.28450027108192444,-2.1715118885040283,0.7399017214775085
148,2.168067693710327,7.46297025680542,-0.2668566107749939,-2.168804883956909,0.7371609807014465
149,2.069838047027588,6.899670124053955,-0.25667834281921387,-2.0705270767211914,0.6890117526054382
150,2.006175994873047,7.139281749725342,-0.24993781745433807,-2.0068676471710205,0.6916190981864929
151,2.189164638519287,7.594648838043213,-0.2689737379550934,-2.189819097518921,0.6543430685997009
152,1.9941662549972534,8.177525520324707,-0.24667233228683472,-1.9948148727416992,0.6485846638679504
153,2.3432695865631104,7.11659049987793,-0.3053734004497528,-2.34387469291687,0.6051182150840759
154,2.136164665222168,6.221611499786377,-0.2668451964855194,-2.1367597579956055,0.5950616002082825
155,2.246847629547119,7.54522705078125,-0.28826943039894104,-2.2474026679992676,0.5551061630249023
156,2.115626573562622,6.912158966064453,-0.2660244107246399,-2.1161818504333496,0.5552584528923035
157,2.415217876434326,8.313460350036621,-0.31961801648139954,-2.415727376937866,0.5095903277397156
158,1.9758790731430054,7.207616806030273,-0.24521155655384064,-1.9763866662979126,0.5075857639312744
